ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
kang_artificial_2024,article,"Kang, John and Lafata, Kyle and Kim, Ellen and Yao, Christopher and Lin, Frank and Rattay, Tim and Nori, Harsha and Katsoulakis, Evangelia and Lee, Christoph Ilsuk",1,0,nan,nan,nan,nan,2752-7948,BMJ Oncology,Publisher: BMJ Specialist Journals,1,nan,nan,nan,Artificial intelligence across oncology specialties: current applications and emerging tools,nan,3,2024.0
kang_umls-based_2021,article,"Kang, T. and Perotte, A. and Tang, Y. and Ta, C. and Weng, C.",0,1,nan,nan,10.1093/jamia/ocaa309,nan,nan,Journal of the American Medical Informatics Association,nan,4,812--823,nan,nan,{UMLS}-based data augmentation for natural language processing of clinical research literature,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103227924&doi=10.1093%2fjamia%2focaa309&partnerID=40&md5=e145fbce244bc266be5c415474ca4a69,28,2021.0
kaur_using_2023,inproceedings,"Kaur, H. and Singh, H. and Verma, K.",0,1,nan,nan,10.1109/ICCCNT56998.2023.10307275,nan,nan,nan,nan,nan,nan,nan,nan,Using {Machine} {Learning} to {Predict} {Patient} {Health} {Outcomes},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179846752&doi=10.1109%2fICCCNT56998.2023.10307275&partnerID=40&md5=95742c356e98be936a845061a911de5b,nan,2023.0
kazi_automated_2022,article,"Kazi, Nazmul Hasan",1,0,nan,nan,nan,nan,nan,nan,"Publisher: Montana State University-Bozeman, College of Engineering",nan,nan,nan,nan,Automated clinical transcription for behavioral health clinicians,nan,nan,2022.0
kefeli_transformer_2024,book,"Kefeli, Jenna",1,0,nan,nan,nan,9798381326123,nan,nan,nan,nan,nan,Columbia University,nan,Transformer {Models} for {Clinical} {Target} {Prediction} using {Pathology} {Report} {Text},nan,nan,2024.0
kell_question_2024,article,"Kell, Gregory and Roberts, Angus and Umansky, Serge and Qian, Linglong and Ferrari, Davide and Soboczenski, Frank and Wallace, Byron and Patel, Nikhil and Marshall, Iain J",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2402.01700,nan,nan,nan,nan,nan,Question answering systems for health professionals at the point of care--a systematic review,nan,nan,2024.0
keloth_large_2024,article,"Keloth, Vipina K and Selek, Salih and Chen, Qingyu and Gilman, Christopher and Fu, Sunyang and Dang, Yifang and Chen, Xinghan and Hu, Xinyue and Zhou, Yujia and He, Huan",1,0,nan,nan,nan,nan,nan,medRxiv,Publisher: Cold Spring Harbor Laboratory Press,nan,2024--05,nan,nan,Large {Language} {Models} for {Social} {Determinants} of {Health} {Information} {Extraction} from {Clinical} {Notes}-{A} {Generalizable} {Approach} across {Institutions},nan,nan,2024.0
kennedy_augmentation_2022,inproceedings,"Kennedy, G. and Dras, M. and Gallego, B.",0,1,nan,nan,10.3233/SHTI220144,nan,nan,nan,nan,nan,582--586,nan,nan,Augmentation of {Electronic} {Medical} {Record} {Data} for {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131498321&doi=10.3233%2fSHTI220144&partnerID=40&md5=7b7e131b854f5b43a63f5a088a7e7c4d,290,2022.0
keraghel_survey_2024,article,"Keraghel, Imed and Morbieu, Stanislas and Nadif, Mohamed",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2401.10825,nan,nan,nan,nan,nan,A survey on recent advances in named entity recognition,nan,nan,2024.0
khalighinejad_extracting_2024,article,"Khalighinejad, Ghazal and Circi, Defne and Brinson, LC and Dhingra, Bhuwan",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.00260,nan,nan,nan,nan,nan,Extracting {Polymer} {Nanocomposite} {Samples} from {Full}-{Length} {Documents},nan,nan,2024.0
khosravi_creating_2023,article,"Khosravi, B. and Rouzrokh, P. and Mickley, J.P. and Faghani, S. and Larson, A.N. and Garner, H.W. and Howe, B.M. and Erickson, B.J. and Taunton, M.J. and Wyles, C.C.",0,1,nan,nan,10.1016/j.arth.2022.12.013,nan,nan,Journal of Arthroplasty,nan,10,2037--2043.e1,nan,nan,Creating {High} {Fidelity} {Synthetic} {Pelvis} {Radiographs} {Using} {Generative} {Adversarial} {Networks}: {Unlocking} the {Potential} of {Deep} {Learning} {Models} {Without} {Patient} {Privacy} {Concerns},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146019521&doi=10.1016%2fj.arth.2022.12.013&partnerID=40&md5=261443e0ee03904506f42763ecdcc309,38,2023.0
kim_machine_2019,article,"Kim, T. and Heo, J. and Jang, D.-K. and Sunwoo, L. and Kim, J. and Lee, K.J. and Kang, S.-H. and Park, S.J. and Kwon, O.-K. and Oh, C.W.",0,1,nan,nan,10.1016/j.ebiom.2018.12.043,nan,nan,EBioMedicine,nan,nan,636--642,nan,nan,Machine learning for detecting moyamoya disease in plain skull radiography using a convolutional neural network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059116957&doi=10.1016%2fj.ebiom.2018.12.043&partnerID=40&md5=35b38bbb90d4c4c8b7895503e35de169,40,2019.0
kiruthika_investigation_2024,inproceedings,"Kiruthika, M. and Kumar, A. and Krishnasamy, L. and Sarveshwaran, V.",0,1,nan,nan,10.1016/j.procs.2024.03.251,nan,nan,nan,nan,nan,614--622,nan,nan,Investigation on {Preserving} {Privacy} of {Electronic} {Medical} {Record} using {Split} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192433820&doi=10.1016%2fj.procs.2024.03.251&partnerID=40&md5=96f40b4d76e04e80ad703a12a76b9e4d,233,2024.0
kocaman_automated_2023,inproceedings,"Kocaman, V. and Mellah, Y. and Ul Haq, H. and Talby, D.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,33--40,nan,nan,Automated {De}-{Identification} of {Arabic} {Medical} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184519424&partnerID=40&md5=8c3b893acb5ac9ca7ede8b8188cdbc11,nan,2023.0
kocaman_improving_2021,inproceedings,"Kocaman, V. and Talby, D.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Improving clinical document understanding on {COVID}-19 research with spark {NLP},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103086577&partnerID=40&md5=e42598860f67d566533261a146d784ac,2831,2021.0
kong_identification_2023,article,"Kong, H.-J. and Eom, S.-H. and Yoo, J.-Y. and Lee, J.-H.",0,1,nan,nan,10.11607/jomi.9818,nan,nan,International Journal of Oral and Maxillofacial Implants,nan,1,150--156,nan,nan,Identification of 130 {Dental} {Implant} {Types} {Using} {Ensemble} {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150800191&doi=10.11607%2fjomi.9818&partnerID=40&md5=48b6767bf0a1c2758d27a8b3fef4fc21,38,2023.0
kong_incorporating_2021,article,"Kong, J. and Zhang, L. and Jiang, M. and Liu, T.",0,1,nan,nan,10.1016/j.jbi.2021.103737,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Incorporating multi-level {CNN} and attention mechanism for {Chinese} clinical named entity recognition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102969339&doi=10.1016%2fj.jbi.2021.103737&partnerID=40&md5=df1b652eb6e4765051fd2e6e739aa8f6,116,2021.0
kormilitzin_med7_2021,article,"Kormilitzin, A. and Vaci, N. and Liu, Q. and Nevado-Holgado, A.",0,1,nan,nan,10.1016/j.artmed.2021.102086,nan,nan,Artificial Intelligence in Medicine,nan,nan,nan,nan,nan,Med7: {A} transferable clinical natural language processing model for electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107689143&doi=10.1016%2fj.artmed.2021.102086&partnerID=40&md5=f11ecd4945d16d5d591ccfb5db62831d,118,2021.0
kraljevic_foresightgenerative_2024,article,"Kraljevic, Z. and Bean, D. and Shek, A. and Bendayan, R. and Hemingway, H. and Yeung, J.A. and Deng, A. and Baston, A. and Ross, J. and Idowu, E. and Teo, J.T. and Dobson, R.J.B.",0,1,nan,nan,10.1016/S2589-7500(24)00025-6,nan,nan,The Lancet Digital Health,nan,4,e281--e290,nan,nan,Foresight—a generative pretrained transformer for modelling of patient timelines using electronic health records: a retrospective modelling study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188470763&doi=10.1016%2fS2589-7500%2824%2900025-6&partnerID=40&md5=3d3a2e6bd056d4199a92fd7f341009fe,6,2024.0
kumar_deep_2023,article,"Kumar, T.S. and Sundari, L.M. and Muthalagu, R. and Periyarselvam, K.",0,1,nan,nan,10.1504/IJEH.2023.138264,nan,nan,International Journal of Electronic Healthcare,nan,4,352--364,nan,nan,A deep learning neural network strategy for secure wireless communication in electronic health record surveillance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192719862&doi=10.1504%2fIJEH.2023.138264&partnerID=40&md5=1261caba4f5afe6cf1edb5fb362c3174,13,2023.0
kuziemsky_ai_2024,article,"Kuziemsky, Craig E and Chrimes, Dillon and Minshall, Simon and Mannerow, Michael and Lau, Francis",1,0,nan,nan,nan,nan,1438-8871,Journal of Medical Internet Research,"Publisher: JMIR Publications Toronto, Canada",nan,e54705,nan,nan,{AI} {Quality} {Standards} in {Health} {Care}: {Rapid} {Umbrella} {Review},nan,26,2024.0
kwon_artificial_2022,article,"Kwon, J.-M. and Jo, Y.-Y. and Lee, S.Y. and Kang, S. and Lim, S.-Y. and Lee, M.S. and Kim, K.-H.",0,1,nan,nan,10.3390/diagnostics12030654,nan,nan,Diagnostics,nan,3,nan,nan,nan,Artificial {Intelligence}-{Enhanced} {Smartwatch} {ECG} for {Heart} {Failure}-{Reduced} {Ejection} {Fraction} {Detection} by {Generating} 12-{Lead} {ECG},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126433963&doi=10.3390%2fdiagnostics12030654&partnerID=40&md5=c9c329411b3c1a44c9d54c8ffa5a1257,12,2022.0
kwon_automatic_2021,inproceedings,"Kwon, S. and Yu, J. and Park, S. and Jun, J.-A. and Pyo, C.-S.",0,1,nan,nan,10.1109/PlatCon53246.2021.9680753,nan,nan,nan,nan,nan,nan,nan,nan,Automatic {Stroke} {Medical} {Ontology} {Augmentation} with {Standard} {Medical} {Terminology} and {Unstructured} {Textual} {Medical} {Knowledge},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126203925&doi=10.1109%2fPlatCon53246.2021.9680753&partnerID=40&md5=6dd12fc5dd4595db9f8b5bd06a72b3af,nan,2021.0
kyaw_data_2022,article,"Kyaw, Zin Tun",1,0,nan,nan,nan,nan,nan,nan,Publisher: Nanyang Technological University,nan,nan,nan,nan,Data augmentation for name entity recognition,nan,nan,2022.0
lam_semisupervised_2021,article,"Lam, C. and Tso, C.F. and Green-Saxena, A. and Pellegrini, E. and Iqbal, Z. and Evans, D. and Hoffman, J. and Calvert, J. and Mao, Q. and Das, R.",0,1,nan,nan,10.2196/28028,nan,nan,JMIR Formative Research,nan,9,nan,nan,nan,Semisupervised deep learning techniques for predicting acute respiratory distress syndrome from time-series clinical data: {Model} development and validation study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115341956&doi=10.2196%2f28028&partnerID=40&md5=7c58c958b153b31ee57c22eb9f5a7bb0,5,2021.0
langford_confronting_2024,article,"Langford, B.J. and Branch-Ellima, W. and Nori, P. and Marra, A.R. and Bearman, G.",0,1,nan,nan,10.1093/ofid/ofae053,nan,nan,Open Forum Infectious Diseases,nan,3,nan,nan,nan,Confronting the {Disruption} of the {Infectious} {Diseases} {Workforce} by {Artificial} {Intelligence}: {What} {This} {Means} for {Us} and {What} {We} {Can} {Do} {About} {It},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187127998&doi=10.1093%2fofid%2fofae053&partnerID=40&md5=7fcbfdfd5c588f4874333aee27cb1c67,11,2024.0
laparra_rethinking_2020,article,"Laparra, Egoitz and Bethard, Steven and Miller, Timothy A",1,0,nan,nan,nan,nan,2574-2531,JAMIA open,Publisher: Oxford University Press,2,146--150,nan,nan,Rethinking domain adaptation for machine learning over clinical language,nan,3,2020.0
latif_evaluation_2024,article,"Latif, Atif and Kim, Jihie",1,0,nan,nan,nan,nan,2169-3536,IEEE Access,Publisher: IEEE,nan,nan,nan,nan,Evaluation and {Analysis} of {Large} {Language} {Models} for {Clinical} {Text} {Augmentation} and {Generation},nan,nan,2024.0
le_ai-driven_2024,article,"Le, Quang",1,0,nan,nan,nan,nan,2249-8915,Journal of Artificial Intelligence Research and Applications,nan,1,170--181,nan,nan,"{AI}-driven {Clinical} {Documentation} {Improvement} for {Electronic} {Health} {Records}: {Implements} {AI}-driven solutions for clinical documentation improvement in electronic health records, enhancing accuracy and completeness of clinical documentation for billing and q",nan,4,2024.0
lee_ensemble_2024,article,"Lee, J. and Cha, S. and Kim, J. and Kim, J.J. and Kim, N. and Jae Gal, S.G. and Kim, J.H. and Lee, J.H. and Choi, Y.-D. and Kang, S.-R. and Song, G.-Y. and Yang, D.-H. and Lee, J.-H. and Lee, K.-H. and Ahn, S. and Moon, K.M. and Noh, M.-G.",0,1,nan,nan,10.3390/cancers16020430,nan,nan,Cancers,nan,2,nan,nan,nan,Ensemble {Deep} {Learning} {Model} to {Predict} {Lymphovascular} {Invasion} in {Gastric} {Cancer},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183419970&doi=10.3390%2fcancers16020430&partnerID=40&md5=b59a17e60b5ef79399817b4b4d1aa8fb,16,2024.0
lee_harmosate_2024,article,"Lee, Taek-Ho and Kim, Suhyeon and Lee, Junghye and Jun, Chi-Hyuck Lee, T.-H. and Kim, S. and Lee, J. and Jun, C.-H.",1,1,nan,nan,nan 10.1016/j.ins.2024.120265,nan,0020-0255 nan,Information Sciences,Publisher: Elsevier nan,nan,120265 nan,nan,nan,{HarmoSATE}: {Harmonized} embedding-based self-attentive encoder to improve accuracy of privacy-preserving federated predictive analysis,nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183981951&doi=10.1016%2fj.ins.2024.120265&partnerID=40&md5=1b99ff483f9eab6b5cd4f71ae33ad127,662,2024.0
lee_identifying_2018,article,"Lee, Hee-Jin and Zhang, Yaoyun and Jiang, Min and Xu, Jun and Tao, Cui and Xu, Hua",1,0,nan,nan,nan,nan,nan,BMC medical informatics and decision making,Publisher: Springer,nan,23--34,nan,nan,Identifying direct temporal relations between time and events from clinical notes,nan,18,2018.0
lee_natural_2018,article,"Lee, S.H.",0,1,nan,nan,10.1038/s41746-018-0070-0,nan,nan,npj Digital Medicine,nan,1,nan,nan,nan,Natural language generation for electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089606125&doi=10.1038%2fs41746-018-0070-0&partnerID=40&md5=1920fee165348795bb7a792e472d7eff,1,2018.0
lee_predicting_2022,article,"Lee, Y.J. and Sun, S. and Kim, Y.K.",0,1,nan,nan,10.1371/journal.pone.0270493,nan,nan,PLoS ONE,nan,8 August,nan,nan,nan,Predicting demographic characteristics from anterior segment {OCT} images with deep learning: {A} study protocol,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136339746&doi=10.1371%2fjournal.pone.0270493&partnerID=40&md5=507381f34bf502298a02acf38ab0ce87,17,2022.0
lee_unlocking_2024,article,"Lee, Y.-Q. and Chen, C.-T. and Chen, C.-C. and Lee, C.-H. and Chen, P. and Wu, C.-S. and Dai, H.-J.",0,1,nan,nan,10.2196/48443,nan,nan,Journal of Medical Internet Research,nan,1,nan,nan,nan,Unlocking the {Secrets} {Behind} {Advanced} {Artificial} {Intelligence} {Language} {Models} in {Deidentifying} {Chinese}-{English} {Mixed} {Clinical} {Text}: {Development} and {Validation} {Study},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183509740&doi=10.2196%2f48443&partnerID=40&md5=8d2dea3a9143386dfd8cf6972540c5e0,26,2024.0
li_chinese_2020,article,"Li, Y. and Wang, X. and Hui, L. and Zou, L. and Li, H. and Xu, L. and Liu, W.",0,1,nan,nan,10.2196/19848,nan,nan,JMIR Medical Informatics,nan,9,nan,nan,nan,Chinese clinical named entity recognition in electronic medical records: {Development} of a lattice long short-term memory model with contextualized character representations,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097463938&doi=10.2196%2f19848&partnerID=40&md5=66f3474d76584f06ae7e9d0a865f91cd,8,2020.0
li_comparative_2022,article,"Li, J. and Wei, Q. and Ghiasvand, O. and Chen, M. and Lobanov, V. and Weng, C. and Xu, H.",0,1,nan,nan,10.1186/s12911-022-01967-7,nan,nan,BMC Medical Informatics and Decision Making,nan,nan,nan,nan,nan,A comparative study of pre-trained language models for named entity recognition in clinical trial eligibility criteria from multiple corpora,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137314095&doi=10.1186%2fs12911-022-01967-7&partnerID=40&md5=2f8049d8e4735905a7a3a68b29d5c60d,22,2022.0
li_design_2023,article,"Li, F. and Bi, Z. and Xu, H. and Shi, Y. and Duan, N. and Li, Z.",0,1,nan,nan,10.3934/mbe.2023840,nan,nan,Mathematical Biosciences and Engineering,nan,10,18987--19011,nan,nan,Design and implementation of a smart {Internet} of {Things} chest pain center based on deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176224575&doi=10.3934%2fmbe.2023840&partnerID=40&md5=abc422f652dd19090cd0773c0585cb31,20,2023.0
li_driverless_2021,article,"Li, Y. and Tian, S. and Huang, Y. and Dong, W.",0,1,nan,nan,10.1016/j.tranon.2020.100896,nan,nan,Translational Oncology,nan,1,nan,nan,nan,Driverless artificial intelligence framework for the identification of malignant pleural effusion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092466926&doi=10.1016%2fj.tranon.2020.100896&partnerID=40&md5=5752ea2307bb3e1850f969a764f37447,14,2021.0
li_enhancing_2024,article,"Li, Jiakai and Hu, Jianpeng and Zhang, Geng",1,0,nan,nan,nan,nan,1546-2218,"Computers, Materials \& Continua",nan,2,nan,nan,nan,Enhancing {Relational} {Triple} {Extraction} in {Specific} {Domains}: {Semantic} {Enhancement} and {Synergy} of {Large} {Language} {Models} and {Small} {Pre}-{Trained} {Language} {Models}.,nan,79,2024.0
li_improving_2021,article,"Li, J. and Tian, Y. and Li, R. and Zhou, T. and Li, J. and Ding, K. and Li, J.",0,1,nan,nan,10.1016/j.artmed.2021.102024,nan,nan,Artificial Intelligence in Medicine,nan,nan,nan,nan,nan,Improving prediction for medical institution with limited patient data: {Leveraging} hospital-specific data based on multicenter collaborative research network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100506604&doi=10.1016%2fj.artmed.2021.102024&partnerID=40&md5=0458d9bb5549dc2dab928eb339e1e779,113,2021.0
li_medical_2019,article,"Li, P. and Yuan, Z. and Tu, W. and Yu, K. and Lu, D.",0,1,nan,nan,10.24920/003589,nan,nan,Chinese Medical Sciences Journal,nan,2,133--139,nan,nan,Medical {Knowledge} {Extraction} and {Analysis} from {Electronic} {Medical} {Records} {Using} {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068880462&doi=10.24920%2f003589&partnerID=40&md5=c407b0cc42ceb6f4193074c047fef9e8,34,2019.0
li_natural_2023,article,"Li, Chengtai and Zhang, Yiming and Weng, Ying and Wang, Boding and Li, Zhenzhu",1,0,nan,nan,nan,nan,2075-4418,Diagnostics,Publisher: MDPI,2,286,nan,nan,Natural language processing applications for computer-aided diagnosis in oncology,nan,13,2023.0
li_open_2024,article,"Li, Xingyu and Peng, Lu and Wang, Yuping and Zhang, Weihua",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.06784,nan,nan,nan,nan,nan,Open {Challenges} and {Opportunities} in {Federated} {Foundation} {Models} {Towards} {Biomedical} {Healthcare},nan,nan,2024.0
li_split_2023,article,"Li, Z. and Yan, C. and Zhang, X. and Gharibi, G. and Yin, Z. and Jiang, X. and Malin, B.A.",0,1,nan,nan,nan,nan,nan,AMIA ... Annual Symposium proceedings. AMIA Symposium,nan,nan,1047--1056,nan,nan,Split {Learning} for {Distributed} {Collaborative} {Training} of {Deep} {Learning} {Models} in {Health} {Informatics},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182543987&partnerID=40&md5=5036df8ec42549f9413235d580f9ea82,2023,2023.0
li_stacking-bert_2023,article,"Li, L. and Zhai, Y. and Gao, J. and Wang, L. and Hou, L. and Zhao, J.",0,1,nan,nan,10.3934/mbe.2023047,nan,nan,Mathematical Biosciences and Engineering,nan,1,1018--1036,nan,nan,Stacking-{BERT} model for {Chinese} medical procedure entity normalization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140921102&doi=10.3934%2fmbe.2023047&partnerID=40&md5=cb5625e503547b77574a579b2f72673b,20,2023.0
li_two_2023,inproceedings,"Li, Rumeng and Wang, Xun and Yu, Hong Li, R. and Wang, X. and Yu, H.",1,1,nan,nan,nan,nan,nan,nan,nan,nan,7129 7129--7143,NIH Public Access nan,nan,Two {Directions} for {Clinical} {Data} {Generation} with {Large} {Language} {Models}: {Data}-to-{Label} and {Label}-to-{Data},nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183306427&partnerID=40&md5=dcd8a330299f9ce7ba01d82cb3fd1a25,2023 nan,2023.0
